"title","content","date","variant","images","verified","author","rating","product","url"
"I use in salad dressings, sauces, frosting...","I was forced to consume this stuff in the hospital after a tracheotomy, and I thought I'd never want to see it again! However, I eventually realized something like this could come in very handy in the kitchen. My previous go-to no-cook thickener was xanthan gum, but my son HATES when I use it in anything! This *just* thickens things, without making them stretchy or slimy or lumpy. When I pack lunches, I add it to tuna & chicken salad to thicken up the lemon juice or vinegar and help keep the bread from getting soggy; I've used it to thicken up runny store-bought jam, yogurt, and cottage cheese. I use it to replace some of the mayo in creamy salad dressings and sugar in cake frosting, thereby reducing the calories. It helps stabilize whipped cream.It is the same starch used in instant pudding mixes, so you can use it to create your own recipes (with fewer artificial flavors/colors, if desired), or turn any beverage like juice, soda, iced coffee, or flavored milk (chocolate, strawberry, Ovaltine, etc) into a pudding. Mixes & dissolves so well in hot or cold liquid! I find it more convenient than regular cornstarch, which has to be dissolved in cold liquid;  if you've already added all the ingredients to your recipe but it's looking watery, you can just stir in some Thick-It without adding more liquid as you'd have to with cornstarch. In my opinion, some thickeners like cornstarch or glucomannan dull the flavor of my food, while Thick-It either doesn't have that effect or it must be much more subtle, because I don't notice a change in flavor. I love this stuff! It is pure carbs so, being diabetic, I do have to use it sparingly, but a teaspoon or a tablespoon is usually quite enough for a recipe that makes several servings.","16 Jun 2016","","","Yes","Pirate Jenny","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"Could be better.","Price is attractive but you have to use more of the product. It requires more than twice the amount of comparable products such as ""ThickenUp"". I have to use 4-8 small scoops of this product compared to only 2-3 of ""ThickenUp"". So yes, this product is cheaper and you get more but you also have to use more of it.  Because you have to use more of the product, it does not last long. Another issue is that the opening of the container is not wide enough and you will have difficulty using the scoop provided which can lead to spills, so it is best to use a long spoon.","30 Sep 2021","","","Yes","John Smith","2.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"For all types of kitchen food preparation uses.","I have been using this product for years to thicken soups, stews, gravies, sauces, pie fillings, desserts, and home made yogurt (even the Greek kind.) I purchase the 'Original' rather than the '2' version as it meets my needs and price point better. Use it in your kitchen often. A little goes a long way. I have no Swallowing Disorders and use it for culinary purposes only.","31 Jan 2016","","","Yes","Gary Hayman","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"Thank you!","This is what the doctor ordered for people having difficulty swallowing.... Thanks a lot!","09 Aug 2020","","","Yes","LilyAnne","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"Peace of Mind","Having this Thick It to add into Mom’s thin liquids have eased our worries of her chocking, which happened a lot without this wonderful Thick It.  You have given us peace of mind.  Thank you!","10 Jul 2021","","","Yes","Melody Batchelor","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"Very effective product - works well for my dog following his laryngeal surgery","I bought this product on my vet's recommendation. It thickens the drinking water for my dog who had tie-back surgery on his larynx. I have to be careful that he does not swallow water down his windpipe. This product thickens the water so it doesn't ""scatter"" when he swallows it. It goes where it's supposed to go. Since using this product, he has stopped coughing after each time he drinks from his water bowl. It really works.","27 Dec 2014","","","Yes","Vanessa Kensington","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"Wish I knew about sooner!","This stuff is amazing! Really thickens up whatever you want thicker. So glad I found this! It has many uses!","28 Jan 2021","","","Yes","gadgetgirl","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"Simply Amazingly Thick","It is sinply amazing, the shipping and delivery was way faster than expected. The taste is off the charts. When I tried it in my favorite drink it was not only incredibly thick, but it added to the flavor ten fold. I am happy with how thick this product is, and I am proud to have such a thing ign 10/10","18 Dec 2020","","","Yes","Colt","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=3 "
"I don’t use for food. Great value & works excellent for my use","I mix 1T of Thick-it, 1 t with Ammonia Chloride powder, and 1/2c warm water in a glass jar. I then have my stencil of vinyl on a board with letters and shapes I want to appear as if I used a wood burner. With my vinyl stencil on a board I liberally brush the paste where I want my design. Once the paste dries on wood I peel off stencil and use a hot gun on the areas of my design. It works like magic! Just be sure to wear gloves and do this outside due to fumes. I make Santa Trays & wood ornaments. I tried uploading a photo but I’m having trouble. I’ll try later.","13 Nov 2021","","","Yes","Canya62","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Worked Well","I bought the Thick It to use in my dog's water because he chokes on water.  It has worked well, he is no longer choking when he drinks water.  It is expensive for this use however because I need to fill up a bowl twice a day so I have gone through the container quickly.","08 Aug 2021","","","Yes","M.McPherson","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"I use in salad dressings, sauces, frosting...","I was forced to consume this stuff in the hospital after a tracheotomy, and I thought I'd never want to see it again! However, I eventually realized something like this could come in very handy in the kitchen. My previous go-to no-cook thickener was xanthan gum, but my son HATES when I use it in anything! This *just* thickens things, without making them stretchy or slimy or lumpy. When I pack lunches, I add it to tuna & chicken salad to thicken up the lemon juice or vinegar and help keep the bread from getting soggy; I've used it to thicken up runny store-bought jam, yogurt, and cottage cheese. I use it to replace some of the mayo in creamy salad dressings and sugar in cake frosting, thereby reducing the calories. It helps stabilize whipped cream.It is the same starch used in instant pudding mixes, so you can use it to create your own recipes (with fewer artificial flavors/colors, if desired), or turn any beverage like juice, soda, iced coffee, or flavored milk (chocolate, strawberry, Ovaltine, etc) into a pudding. Mixes & dissolves so well in hot or cold liquid! I find it more convenient than regular cornstarch, which has to be dissolved in cold liquid;  if you've already added all the ingredients to your recipe but it's looking watery, you can just stir in some Thick-It without adding more liquid as you'd have to with cornstarch. In my opinion, some thickeners like cornstarch or glucomannan dull the flavor of my food, while Thick-It either doesn't have that effect or it must be much more subtle, because I don't notice a change in flavor. I love this stuff! It is pure carbs so, being diabetic, I do have to use it sparingly, but a teaspoon or a tablespoon is usually quite enough for a recipe that makes several servings.","16 Jun 2016","","","Yes","Pirate Jenny","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Could be better.","Price is attractive but you have to use more of the product. It requires more than twice the amount of comparable products such as ""ThickenUp"". I have to use 4-8 small scoops of this product compared to only 2-3 of ""ThickenUp"". So yes, this product is cheaper and you get more but you also have to use more of it.  Because you have to use more of the product, it does not last long. Another issue is that the opening of the container is not wide enough and you will have difficulty using the scoop provided which can lead to spills, so it is best to use a long spoon.","30 Sep 2021","","","Yes","John Smith","2.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"For all types of kitchen food preparation uses.","I have been using this product for years to thicken soups, stews, gravies, sauces, pie fillings, desserts, and home made yogurt (even the Greek kind.) I purchase the 'Original' rather than the '2' version as it meets my needs and price point better. Use it in your kitchen often. A little goes a long way. I have no Swallowing Disorders and use it for culinary purposes only.","31 Jan 2016","","","Yes","Gary Hayman","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Thank you!","This is what the doctor ordered for people having difficulty swallowing.... Thanks a lot!","09 Aug 2020","","","Yes","LilyAnne","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Peace of Mind","Having this Thick It to add into Mom’s thin liquids have eased our worries of her chocking, which happened a lot without this wonderful Thick It.  You have given us peace of mind.  Thank you!","10 Jul 2021","","","Yes","Melody Batchelor","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Very effective product - works well for my dog following his laryngeal surgery","I bought this product on my vet's recommendation. It thickens the drinking water for my dog who had tie-back surgery on his larynx. I have to be careful that he does not swallow water down his windpipe. This product thickens the water so it doesn't ""scatter"" when he swallows it. It goes where it's supposed to go. Since using this product, he has stopped coughing after each time he drinks from his water bowl. It really works.","27 Dec 2014","","","Yes","Vanessa Kensington","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Wish I knew about sooner!","This stuff is amazing! Really thickens up whatever you want thicker. So glad I found this! It has many uses!","28 Jan 2021","","","Yes","gadgetgirl","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"Simply Amazingly Thick","It is sinply amazing, the shipping and delivery was way faster than expected. The taste is off the charts. When I tried it in my favorite drink it was not only incredibly thick, but it added to the flavor ten fold. I am happy with how thick this product is, and I am proud to have such a thing ign 10/10","18 Dec 2020","","","Yes","Colt","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=2 "
"I don’t use for food. Great value & works excellent for my use","I mix 1T of Thick-it, 1 t with Ammonia Chloride powder, and 1/2c warm water in a glass jar. I then have my stencil of vinyl on a board with letters and shapes I want to appear as if I used a wood burner. With my vinyl stencil on a board I liberally brush the paste where I want my design. Once the paste dries on wood I peel off stencil and use a hot gun on the areas of my design. It works like magic! Just be sure to wear gloves and do this outside due to fumes. I make Santa Trays & wood ornaments. I tried uploading a photo but I’m having trouble. I’ll try later.","13 Nov 2021","","","Yes","Canya62","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Worked Well","I bought the Thick It to use in my dog's water because he chokes on water.  It has worked well, he is no longer choking when he drinks water.  It is expensive for this use however because I need to fill up a bowl twice a day so I have gone through the container quickly.","08 Aug 2021","","","Yes","M.McPherson","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"I use in salad dressings, sauces, frosting...","I was forced to consume this stuff in the hospital after a tracheotomy, and I thought I'd never want to see it again! However, I eventually realized something like this could come in very handy in the kitchen. My previous go-to no-cook thickener was xanthan gum, but my son HATES when I use it in anything! This *just* thickens things, without making them stretchy or slimy or lumpy. When I pack lunches, I add it to tuna & chicken salad to thicken up the lemon juice or vinegar and help keep the bread from getting soggy; I've used it to thicken up runny store-bought jam, yogurt, and cottage cheese. I use it to replace some of the mayo in creamy salad dressings and sugar in cake frosting, thereby reducing the calories. It helps stabilize whipped cream.It is the same starch used in instant pudding mixes, so you can use it to create your own recipes (with fewer artificial flavors/colors, if desired), or turn any beverage like juice, soda, iced coffee, or flavored milk (chocolate, strawberry, Ovaltine, etc) into a pudding. Mixes & dissolves so well in hot or cold liquid! I find it more convenient than regular cornstarch, which has to be dissolved in cold liquid;  if you've already added all the ingredients to your recipe but it's looking watery, you can just stir in some Thick-It without adding more liquid as you'd have to with cornstarch. In my opinion, some thickeners like cornstarch or glucomannan dull the flavor of my food, while Thick-It either doesn't have that effect or it must be much more subtle, because I don't notice a change in flavor. I love this stuff! It is pure carbs so, being diabetic, I do have to use it sparingly, but a teaspoon or a tablespoon is usually quite enough for a recipe that makes several servings.","16 Jun 2016","","","Yes","Pirate Jenny","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Could be better.","Price is attractive but you have to use more of the product. It requires more than twice the amount of comparable products such as ""ThickenUp"". I have to use 4-8 small scoops of this product compared to only 2-3 of ""ThickenUp"". So yes, this product is cheaper and you get more but you also have to use more of it.  Because you have to use more of the product, it does not last long. Another issue is that the opening of the container is not wide enough and you will have difficulty using the scoop provided which can lead to spills, so it is best to use a long spoon.","30 Sep 2021","","","Yes","John Smith","2.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"For all types of kitchen food preparation uses.","I have been using this product for years to thicken soups, stews, gravies, sauces, pie fillings, desserts, and home made yogurt (even the Greek kind.) I purchase the 'Original' rather than the '2' version as it meets my needs and price point better. Use it in your kitchen often. A little goes a long way. I have no Swallowing Disorders and use it for culinary purposes only.","31 Jan 2016","","","Yes","Gary Hayman","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Thank you!","This is what the doctor ordered for people having difficulty swallowing.... Thanks a lot!","09 Aug 2020","","","Yes","LilyAnne","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Peace of Mind","Having this Thick It to add into Mom’s thin liquids have eased our worries of her chocking, which happened a lot without this wonderful Thick It.  You have given us peace of mind.  Thank you!","10 Jul 2021","","","Yes","Melody Batchelor","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Very effective product - works well for my dog following his laryngeal surgery","I bought this product on my vet's recommendation. It thickens the drinking water for my dog who had tie-back surgery on his larynx. I have to be careful that he does not swallow water down his windpipe. This product thickens the water so it doesn't ""scatter"" when he swallows it. It goes where it's supposed to go. Since using this product, he has stopped coughing after each time he drinks from his water bowl. It really works.","27 Dec 2014","","","Yes","Vanessa Kensington","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Wish I knew about sooner!","This stuff is amazing! Really thickens up whatever you want thicker. So glad I found this! It has many uses!","28 Jan 2021","","","Yes","gadgetgirl","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"Simply Amazingly Thick","It is sinply amazing, the shipping and delivery was way faster than expected. The taste is off the charts. When I tried it in my favorite drink it was not only incredibly thick, but it added to the flavor ten fold. I am happy with how thick this product is, and I am proud to have such a thing ign 10/10","18 Dec 2020","","","Yes","Colt","5.0","Thick-It Original Thickener, 10 Ounce","https://www.amazon.com/Thick-It-Original-Thickener-10-Ounce/product-reviews/B00CMQDPC0/ref=cm_cr_arp_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&pageNumber=1 "
"3 good and 3 bad cans","Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","06 Nov 2018","","","Yes","Frankie","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Excellent buy","My wife has aspirated pneumonia 4 times until I read about this product and she tried it. I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months. Would recommend this to anyone who has any kind of swallowing problems. Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","24 Oct 2016","","","Yes","Paul","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"How to make a puree of any liquid","My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","07 Aug 2018","","","Yes","Oscar M Becerra","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Very Helpful for Dysphagia Sufferers","Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs. This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","24 Nov 2014","","","Yes","A. Silverstone","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Compare Costco price before purchasing","Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","01 Sep 2017","","","Yes","kat","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Good product","Great product for great price. No lumping and no aftertaste","03 Nov 2021","","","Yes","MarkA","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Disabled parent","Have used for years. Best value and quality.","21 Apr 2021","","","Yes","william d feliciano","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"This New Look Thick-it is a bad quality Thicker","This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker. Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5. Thanks.  .","17 Feb 2017","","","Yes","Alidad Khan","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Thickit is a Trustworty Product","I have purchased this product many times in the past for my special needs grandson and has always shown itself to be trustworthy and true to its advertising.  Buy with out fear.","07 Oct 2021","","","Yes","Devra E.","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"Just as pictured","This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.","05 Jan 2020","","","Yes","DCV","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9 "
"3 good and 3 bad cans","Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","06 Nov 2018","","","Yes","Frankie","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"Excellent buy","My wife has aspirated pneumonia 4 times until I read about this product and she tried it. I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months. Would recommend this to anyone who has any kind of swallowing problems. Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","24 Oct 2016","","","Yes","Paul","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"How to make a puree of any liquid","My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","07 Aug 2018","","","Yes","Oscar M Becerra","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"Very Helpful for Dysphagia Sufferers","Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs. This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","24 Nov 2014","","","Yes","A. Silverstone","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"Compare Costco price before purchasing","Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","01 Sep 2017","","","Yes","kat","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"Good product","Great product for great price. No lumping and no aftertaste","03 Nov 2021","","","Yes","MarkA","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"Disabled parent","Have used for years. Best value and quality.","21 Apr 2021","","","Yes","william d feliciano","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"This New Look Thick-it is a bad quality Thicker","This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker. Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5. Thanks.  .","17 Feb 2017","","","Yes","Alidad Khan","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
