,stars,title,body,date
557,5,no_title,"""Thickness"" may be misleading, you have complete control of how thick your beverages are with this thicker. It is virtually tasteless so doesn't alter the flavors of your foods/beverages.It tends to continue to thicken after sitting awhile so some experimenting may be prudent.  Be sure to dispose of all extra mixed beverages because it will definitely stop up your p-traps. How would I know that?","Reviewed in the United States on January 15, 2021"
558,5,no_title,My wife has Alzhimers and cannot drink liquids like coffee without choking and risking the possibility of liquids passing into her esophagus causing pneumonia.. The addition to coffee prevents that possibility.,"Reviewed in the United States on February 26, 2021"
559,5,no_title,Great thickening product for those that can only have thickened liquids. Got this for my mom and she says it has no taste at all. Adds it to water juice milk soups and anything else that needs to be thickened for her.,"Reviewed in the United States on January 24, 2021"
560,5,no_title,"Nobody wants to have dysphasia, it’s a fact of life for me these days.  The product really is odorless and tasteless.  I found that adding liquid to the dry powder works best, dissolving the powder quickly and without any clumps.  I use it at nectar level, and it is helpful.","Reviewed in the United States on July 19, 2021"
561,5,no_title,"My partner suddenly had difficulty swallowing liquids without choking, especially water. It got to the point where she was slowly licking ice cubes to get hydration. With this she has been able to drink water again, and over time has regained some level of normalcy. It seems that without the constant choking, her throat has started to heal whatever was off / learn what it is supposed to do.  There have been no issues with taste, it just makes the water a little think like it is supposed to!","Reviewed in the United States on May 15, 2021"
562,5,no_title,"I now have to thicken all of my liquids before drinking because I am in danger of aspirating them into my lungs. Thick-It is easy to use, dissolves if well stirred, and although I’m not crazy about the taste, it makes liquids safe for me to swallow.  It cleans up easily from a glass, even if you forgot about it a couple hours ago.  You can add some Koolaid and a little sugar for flavor if medically ok for you.","Reviewed in the United States on August 17, 2019"
563,5,no_title,It has zero flavor and that's exactly what it's meant to have so it doesn't alter the flavor of what your using it with.,"Reviewed in the United States on July 2, 2019"
564,5,no_title,"This company knows their product is literally the only one that doesn't flavor your food/drink, and they are taking advantage on the cost.  This is the best product, but should not cost so much.  If you have to thicken your food/drink, this is the one to buy.","Reviewed in the United States on March 18, 2021"
565,5,no_title,It was just want I need and came in handle,"Reviewed in the United States on February 4, 2017"
566,5,no_title,It was a sure to find this prod at this price!  A pleasant one It arrived very quickly and in good condition. THANK YOU!!!,"Reviewed in the United States on August 6, 2015"
567,5,no_title,It meets all expectations and does the required method to the thin liquids for those that cannot swallownot even water,"Reviewed in the United States on October 19, 2013"
568,5,no_title,Great,"Reviewed in the United States on February 23, 2020"
569,5,no_title,as expected,"Reviewed in the United States on March 6, 2017"
570,5,no_title,Worth it!!! Luv it!!!!,"Reviewed in the United States on June 5, 2017"
571,5,no_title,Great product plus the best price I have found.If you need food or drink thickened this may be just right for you.,"Reviewed in the United States on February 2, 2014"
572,5,no_title,very good for anyone with swallowing problems. will order again in the future! Slow on delivery though.,"Reviewed in the United States on July 30, 2013"
573,V,no_title,Product stuck at Canada customs by fedex Canada since Nov 30 2020. Unable to provide documentation as I am not a business and do not have a business account #.,"Reviewed in Canada on December 31, 2020"
574,5,no_title,Great price and very fast service,"Reviewed in the United States on January 3, 2015"
575,5,no_title,it is like buying  5 getting 1 free at walmart,"Reviewed in the United States on August 14, 2019"
576,5,no_title,"This is what my grandmother's nursing home uses, and surprisingly the price on amazon was cheaper than what the local pharmacy was charging. If your elders have tendency to choke/cough on water, this will help.","Reviewed in the United States on March 5, 2018"
577,5,no_title,only one that works great,"Reviewed in the United States on September 22, 2020"
578,5,no_title,Buying here is saving us quite a lot.,"Reviewed in the United States on February 27, 2020"
579,5,no_title,Works good for thickening drinks.  Great for people with swallowing problems.,"Reviewed in the United States on December 23, 2018"
580,5,no_title,I've been using this for several years and it works fine. I use about two scoops for my wife's drinks to make it honey consistency. you have to adjust it slightly for different liquids. I'm buying it by the case now and saving a lot of money.,"Reviewed in the United States on August 5, 2013"
581,5,no_title,I bought this thickener for my elderly dog who is having problems swallowing water. He had a bit of a cough every time he drank. This product has helped that issue immensely. Even the cats drink the water and they can be really picky......,"Reviewed in the United States on September 18, 2013"
582,5,no_title,I buy this for my sister who is in a 24 hour nursing house. They use this to thicken all her liquids. It works great from coffee to flavored wit Country Time Lemonade powder,"Reviewed in the United States on August 1, 2016"
583,5,no_title,The thickener is needed for my 90 year old Dad. It successfully thickened his liquids and easy to use. Great price,"Reviewed in the United States on March 5, 2020"
584,4,no_title,Delivered on time. Wish there was more in this product.  Elderly people have a hard time affording this....when they really need it!,"Reviewed in the United States on September 30, 2013"
585,5,no_title,Great price for the product. Now that it is no longer covered by insurance or Medicaid this is the best value around.,"Reviewed in the United States on September 12, 2017"
586,5,no_title,I can honestly say I have COPD and dysphagia and have tried to go without it . I ended up costing myself a close to death 10 day hospital stay and 3 month recovery time.,"Reviewed in the United States on June 5, 2018"
587,5,no_title,This is a great deal,"Reviewed in the United States on May 31, 2017"
588,5,no_title,At expectations.,"Reviewed in the United States on March 26, 2018"
589,5,no_title,We go through a lot of this for my elderly mother in law. Product works great for making her liquids safer to drink.,"Reviewed in the United States on March 8, 2013"
590,5,no_title,"good price, delivery was early.","Reviewed in the United States on January 19, 2017"
591,5,no_title,It works great.,"Reviewed in the United States on June 6, 2016"
592,3,no_title,It does thicken most liquids and is clear and tasteless.  However it takes a large amount of Thick It and does not dissolve easily. But it is the best thickener that we have found.,"Reviewed in the United States on February 19, 2014"
593,5,no_title,My husband has a very hard time swallowing anything that is not thickened and the thick-it does the trick for him!!!,"Reviewed in the United States on September 1, 2013"
594,5,no_title,"This product is easy to use, not lumpy when mixed in and works well thickening liquids. Will buy again.","Reviewed in the United States on December 10, 2017"
595,5,no_title,jiten.,"Reviewed in the United States on April 5, 2020"
596,5,no_title,This product works well as a thickener for a 100 year old.,"Reviewed in the United States on January 20, 2020"
597,5,no_title,"After mom's stroke, she's had to have her liquid intake thickened at nectar thick consistency. Thick-It allows to control the thickness of the liquids. We take some wherever we take her.","Reviewed in the United States on May 26, 2017"
598,5,no_title,Product delivered before time and exactly what was ordered. We will definately reorder again.,"Reviewed in the United States on July 18, 2021"
599,5,no_title,Excelente inversión no tiene sabor es fácil de usar.,"Reviewed in the United States on August 8, 2021"
600,5,no_title,"My mother can not swallow normally due to Alzheimer's. Without Thick It, she would be on a feeding tube. I have all of her meals figured so that I know exactly how much Thick It to use for any given meal. If you don't get the right consistancy for the individual patient you can still have choking issues. Practice makes perfect. This product is easy to use...easy to store...and cost effective.","Reviewed in the United States on December 10, 2012"
601,5,no_title,We have used this product for a few years as thickner for my daughter who has swallowing issues.,"Reviewed in the United States on January 12, 2019"
602,5,no_title,Very Good product,"Reviewed in the United States on April 13, 2021"
603,5,no_title,Outstanding Priced well Delivered on time Recommend this product and company,"Reviewed in the United States on January 14, 2019"
604,5,no_title,"When I don't have time to go to Costco, I purchase this product from Amazon at a slightly higher price. Product arrives within a few days. You can find this product at a lower price on other medical websites also. Product works as expected. Add it to my father's water and food since he has problems swallowing.","Reviewed in the United States on June 16, 2021"
605,5,no_title,This product is used in all liquids that my mother drinks.  It does not affect the taste of the beverage or food.  The product thickens liquids and foods so that my mother can enjoy eating and drinking without constantly coughing.,"Reviewed in the United States on August 31, 2021"
606,5,no_title,My grand mother had a stroke and needs this to get her liquids down.  This was the best pice we could find.,"Reviewed in the United States on July 20, 2020"
607,5,no_title,"This product,  Thick-it, was crucial to aid in my wife's dysphasia problem.  We bought six of the larger sizes in August.  By September 12, the window for returning was closed.  Unfortunately, she died on September 29, having used only a portion of one container, leaving five, unopened, 36 oz. containers remaining.  There were some hard lessons to learn.  Lessons that were harder to foresee.","Reviewed in the United States on November 28, 2020"
608,5,no_title,My mom uses this. I recommend this to everyone that needs it. It really works.,"Reviewed in the United States on July 20, 2020"
609,5,no_title,I purchased this product because it is the same product currently used in my mother's board and care facility for the other residents.  The case price makes it affordable.,"Reviewed in the United States on January 22, 2017"
610,5,no_title,We have been using thickit for my mom for over two years now and she enjoys it and the fact that it doesn’t change the flavor of her drinks.,"Reviewed in the United States on June 30, 2021"
611,5,no_title,"I am so delighted that I found a bigger container, the same ingredients as the hospitals and a much more reasonable price for this costly stuff.","Reviewed in the United States on August 19, 2018"
612,5,no_title,It came quickly and Is a good product if you need to use it due to swallowing difficulties.,"Reviewed in the United States on December 30, 2020"
613,4,no_title,It is a very easy to use product with excellent thickness in just a couple of seconds.  The only highlighted point is that this is not a price friendly product as you have to pick a significant amount of powder to have the thickness effect.,"Reviewed in the United States on September 18, 2020"
614,S,no_title,This came to me very fast. I'm impressed.,"Reviewed in Canada on December 16, 2020"
615,S,no_title,"Excellent product, fast shipping... will definitely buy again","Reviewed in Canada on May 15, 2021"
616,S,no_title,"The product worked as it said it would, came in a timely fashion.","Reviewed in Canada on March 25, 2019"
617,S,no_title,The product was delivered even before the estimated delivery date. The product was also delivered in a good condition.,"Reviewed in India on September 16, 2021"
618,S,no_title,Works great for my circuit crafting. I didn’t try with cooking yet,"Reviewed in Canada on April 23, 2021"
619,S,no_title,Saw it used on Unus Annus for egg nog. And OMG marc was right .. its really good.,"Reviewed in Canada on January 4, 2021"
620,5,no_title,"Quick service. Unfortunately it was for my dog who came down with an unusual illness that made him loose the ability to swallow, even water.  Sadly he passed away before we could use it for him. I am sure it does work for those who need it.","Reviewed in the United States on December 31, 2015"
621,1,no_title,This would not dissolve in liquid....it made clumps. I had to throw it all away. I would not recommend buying anything from this sellar.,"Reviewed in the United States on May 27, 2017"
622,5,no_title,Me gusta la manera que espesa y agrega un poco de calorías,"Reviewed in the United States on October 7, 2018"
623,5,no_title,"Good for elderly who cannot swallow good makes liquid easier to drink with no taste , clear but will see some small particles , that’s normal","Reviewed in the United States on December 14, 2019"
624,5,no_title,Love this product there is on flavor so you may use as much as is needed,"Reviewed in the United States on March 9, 2021"
625,S,no_title,"Purchased for crafting, to create a solution for wood burning. Works really well enough to last multiple projects. Wish it came in smaller sizes.","Reviewed in Canada on July 9, 2021"
626,S,no_title,"Works exactly as advertised. I wanted to try thickening my cereal milk so it doesn't make the cereal soggy, and wasn't having much luck until I came across this stuff. Absolutely nothing bad to say about it. This will be on my regular shopping list from now on.","Reviewed in Canada on May 18, 2017"
627,S,no_title,Works but you need more than the competitor to thicken 8 oz.,"Reviewed in Canada on July 22, 2021"
628,S,no_title,It works - and that's all you can really ask for.,"Reviewed in Canada on June 21, 2021"
629,S,no_title,Did not like this item it was a waste of money I used more scoops then it said and still did not thicken Nestle works much better I have to give a star in order to submit but doesn't deserve one,"Reviewed in Canada on June 14, 2021"
630,5,no_title,Lo que esperaba,"Reviewed in the United States on April 4, 2021"
631,5,no_title,"This is a great thickener! No smell, no flavor, works great. Really recommend it!","Reviewed in the United States on November 2, 2015"
632,5,no_title,This product mixes well with water or juices.,"Reviewed in the United States on October 18, 2016"
633,4,no_title,Used for photography  Works well for trick photography,"Reviewed in the United States on July 1, 2016"
634,5,no_title,Love it...Easiest way to thicken sauces...,"Reviewed in the United States on August 27, 2016"
635,3,no_title,Only used once for thickening a salad dressing and it didn't work very good.  Look forward to trying it on something else.  Would like to see some recipes on how to use it.,"Reviewed in the United States on March 9, 2015"
636,5,no_title,great,"Reviewed in the United States on November 29, 2017"
637,1,no_title,Not good. The drink gets thicker as it sits,"Reviewed in the United States on October 23, 2018"
638,5,no_title,works great!,"Reviewed in the United States on December 13, 2014"
639,1,no_title,"Gross, tried it once, never again","Reviewed in the United States on July 6, 2018"
640,5,no_title,"WORKS GREAT, MUCH BETTER THAN FLOUR OR CORNSTARCH","Reviewed in the United States on October 8, 2019"
641,5,no_title,"For those that require a thickener due to swallowing issues, Thick-It works.","Reviewed in the United States on April 20, 2019"
642,5,no_title,Does what is should.  Tasteless,"Reviewed in the United States on May 25, 2021"
643,4,no_title,"The flavors not too bad but, helps when put in juices then you don't take it.","Reviewed in the United States on September 22, 2021"
644,5,no_title,Works for the purpose I purchased it for.,"Reviewed in the United States on January 22, 2021"
645,1,no_title,great product but my momma hated it lol,"Reviewed in the United States on December 11, 2018"
646,5,no_title,Works as it should,"Reviewed in the United States on April 17, 2019"
647,5,no_title,Everything is good with this product.  It does what it promises.,"Reviewed in the United States on March 19, 2018"
648,4,no_title,This is a good product. It helps my mother with her liquid in take.,"Reviewed in the United States on October 12, 2019"
649,5,no_title,easy to us,"Reviewed in the United States on August 10, 2021"
650,5,no_title,Does what is supposed to,"Reviewed in the United States on November 16, 2020"
651,5,no_title,Yes.  Everything it was touted to be.  My dog had an illness and couldn't drink water without strangling.This thickened the water so she was able to stay hydrated.  I will always keep this around.  Would be good for elderly and also a tasteless thickening for the kitchen.,"Reviewed in the United States on August 23, 2014"
652,5,no_title,This is very easy to use and a great value.,"Reviewed in the United States on September 19, 2021"
653,5,no_title,As described & expected.,"Reviewed in the United States on April 29, 2021"
654,5,no_title,"Worked perfect for my intended purpose in a wood burning experiment. For actual use as intended, I feel like it would go fast but for mixing into craft type projects this will last very well.","Reviewed in the United States on June 5, 2021"
655,5,no_title,Crafting,"Reviewed in the United States on August 19, 2021"
656,5,no_title,Exactly what I wanted for my son,"Reviewed in the United States on September 1, 2020"
657,1,no_title,The product has a grainy taste and texture.  Does not mix well.  Tried it 3 times.  Awful,"Reviewed in the United States on May 4, 2020"
658,5,no_title,Es justo lo que necesitaba y llego antes de lo anticipado.,"Reviewed in the United States on May 23, 2021"
659,5,no_title,"Thick it.  Well it does what it says it will do.  And for anyone who can barely take any purred food at all.......it is a must.  You have to add and mix and then again and you may have to do this several times before you get the right consistency  I keep a zip lock bag of it in my handbag in case I can get him to stop for a bite to eat on the way home from the Drs.  So portability is easy.  However, my husband swears that it does not taste the same.  Now he's been told it's because his mouth is dry or his taste buds are ancient and dry and several other reasons given by nurses and doctors.  And it's easy to judge and offer up reasons why something isn't quite as good as it once was WHEY YOU ARE NOT THE ONE EATING THE PUREED FOOD that looks so unappetizing.It is a necessity for many and we do what we have to do..  .","Reviewed in the United States on November 4, 2015"
660,3,no_title,"Dislike, had to use more scoops then asked..doesn't really thinken well. Already used yo the container and just purcahsed.","Reviewed in the United States on July 8, 2021"
661,5,no_title,I had read an article suggesting this product to help my elderly mother drink and swallow better! Did not disappoint!,"Reviewed in the United States on June 20, 2021"
662,5,no_title,I used this to thicken ammonium chloride to burn wood. It works perfectly for that!,"Reviewed in the United States on August 6, 2021"
663,5,no_title,Meets expetations...great product when one needs it.,"Reviewed in the United States on August 17, 2021"
664,5,no_title,Very easy to use.  Works great for what I need.,"Reviewed in the United States on August 18, 2021"
665,5,no_title,Great value! Container was bigger than I expected. Added it to a wood burning mixture and was very happy with the end result.,"Reviewed in the United States on August 27, 2021"
666,5,no_title,Good product,"Reviewed in the United States on August 26, 2021"
667,5,no_title,This product is exactly what we needed for our special needs 3 year old nephew,"Reviewed in the United States on February 4, 2021"
668,5,no_title,Great deal,"Reviewed in the United States on September 7, 2021"
669,1,no_title,Did not dissolve,"Reviewed in the United States on July 6, 2021"
670,5,no_title,"I was forced to consume this stuff in the hospital after a tracheotomy, and I thought I'd never want to see it again! However, I eventually realized something like this could come in very handy in the kitchen. My previous go-to no-cook thickener was xanthan gum, but my son HATES when I use it in anything! This *just* thickens things, without making them stretchy or slimy or lumpy. When I pack lunches, I add it to tuna & chicken salad to thicken up the lemon juice or vinegar and help keep the bread from getting soggy; I've used it to thicken up runny store-bought jam, yogurt, and cottage cheese. I use it to replace some of the mayo in creamy salad dressings and sugar in cake frosting, thereby reducing the calories. It helps stabilize whipped cream.It is the same starch used in instant pudding mixes, so you can use it to create your own recipes (with fewer artificial flavors/colors, if desired), or turn any beverage like juice, soda, iced coffee, or flavored milk (chocolate, strawberry, Ovaltine, etc) into a pudding. Mixes & dissolves so well in hot or cold liquid! I find it more convenient than regular cornstarch, which has to be dissolved in cold liquid;  if you've already added all the ingredients to your recipe but it's looking watery, you can just stir in some Thick-It without adding more liquid as you'd have to with cornstarch. In my opinion, some thickeners like cornstarch or glucomannan dull the flavor of my food, while Thick-It either doesn't have that effect or it must be much more subtle, because I don't notice a change in flavor. I love this stuff! It is pure carbs so, being diabetic, I do have to use it sparingly, but a teaspoon or a tablespoon is usually quite enough for a recipe that makes several servings.","Reviewed in the United States on June 16, 2016"
671,5,no_title,"So I bought this for the meme, I tried it in water, and it was terrible and disgusting, so then I tried it in orange juice, an it tasted like orange flavored apple sauce, so if you want to try this because why not, use it in juices and flavored drinks, it basically makes it into apple sauce, or liquid apple sauce depending on how much powder you use, also it makes liquids paste thick, it’s not smooth thick like honey, it’s like again, apple sauce, or a paste.","Reviewed in the United States on November 17, 2020"
672,5,no_title,"I bought the Thick It to use in my dog's water because he chokes on water.  It has worked well, he is no longer choking when he drinks water.  It is expensive for this use however because I need to fill up a bowl twice a day so I have gone through the container quickly.","Reviewed in the United States on August 8, 2021"
673,5,no_title,This is what the doctor ordered for people having difficulty swallowing.... Thanks a lot!,"Reviewed in the United States on August 9, 2020"
674,5,no_title,"Having this Thick It to add into Mom’s thin liquids have eased our worries of her chocking, which happened a lot without this wonderful Thick It.  You have given us peace of mind.  Thank you!","Reviewed in the United States on July 10, 2021"
675,5,no_title,"I have been using this product for years to thicken soups, stews, gravies, sauces, pie fillings, desserts, and home made yogurt (even the Greek kind.) I purchase the 'Original' rather than the '2' version as it meets my needs and price point better. Use it in your kitchen often. A little goes a long way. I have no Swallowing Disorders and use it for culinary purposes only.","Reviewed in the United States on January 31, 2016"
676,5,no_title,This stuff is amazing! Really thickens up whatever you want thicker. So glad I found this! It has many uses!,"Reviewed in the United States on January 28, 2021"
677,5,no_title,"It is sinply amazing, the shipping and delivery was way faster than expected. The taste is off the charts. When I tried it in my favorite drink it was not only incredibly thick, but it added to the flavor ten fold. I am happy with how thick this product is, and I am proud to have such a thing ign 10/10","Reviewed in the United States on December 18, 2020"
678,5,no_title,"I bought this product on my vet's recommendation. It thickens the drinking water for my dog who had tie-back surgery on his larynx. I have to be careful that he does not swallow water down his windpipe. This product thickens the water so it doesn't ""scatter"" when he swallows it. It goes where it's supposed to go. Since using this product, he has stopped coughing after each time he drinks from his water bowl. It really works.","Reviewed in the United States on December 27, 2014"
679,5,no_title,I need it to thicken my grandson’s food and it works great!,"Reviewed in the United States on February 16, 2021"
680,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
681,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
682,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
683,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
684,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
685,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
686,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
687,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
688,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
689,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
690,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
691,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
692,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
693,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
694,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
695,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
696,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
697,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
698,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
699,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
700,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
701,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
702,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
703,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
704,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
705,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
706,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
707,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
708,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
709,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
710,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
711,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
712,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
713,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
714,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
715,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
716,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
717,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
718,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
719,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
720,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
721,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
722,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
